  Lines           Copies        Function name
        7 (0.0%)      1 (0.0%)  futures_util::stream::try_stream::try_flatten::TryFlatten<St>::new
        7 (0.0%)      1 (0.0%)  h2::codec::framed_write::FramedWrite<T,B>::buffer
        7 (0.0%)      1 (0.0%)  h2::codec::framed_write::FramedWrite<T,B>::take_last_data_frame
        7 (0.0%)      1 (0.0%)  h2::proto::connection::Connection<T,P,B>::clear_expired_reset_streams
        7 (0.0%)      1 (0.0%)  h2::proto::connection::Connection<T,P,B>::take_user_pings
        7 (0.0%)      1 (0.0%)  h2::proto::connection::Connection<T,h2::server::Peer,B>::next_incoming
        7 (0.0%)      1 (0.0%)  h2::server::ReadPreface<T,B>::inner_mut
        7 (0.0%)      1 (0.0%)  h2::server::ReadPreface<T,B>::new
        7 (0.0%)      1 (0.0%)  hashbrown::external_trait_impls::serde::map::<impl serde::de::Deserialize for hashbrown::map::HashMap<K,V,S,A>>::deserialize
        7 (0.0%)      1 (0.0%)  hyper::common::io::rewind::Rewind<T>::new
        7 (0.0%)      1 (0.0%)  hyper::proto::h1::conn::Conn<I,B,T>::set_allow_half_close
        7 (0.0%)      1 (0.0%)  hyper::proto::h1::conn::Conn<I,B,T>::set_preserve_header_case
        7 (0.0%)      1 (0.0%)  hyper::proto::h1::conn::Conn<I,B,T>::set_title_case_headers
        7 (0.0%)      1 (0.0%)  hyper::proto::h1::io::Buffered<T,B>::buffer
        7 (0.0%)      1 (0.0%)  hyper::proto::h1::io::Buffered<T,B>::is_read_blocked
        7 (0.0%)      1 (0.0%)  itoa::Buffer::new
        7 (0.0%)      1 (0.0%)  lock_api::rwlock::RwLock<R,T>::write_guard
        7 (0.0%)      1 (0.0%)  log::RecordBuilder::args
        7 (0.0%)      1 (0.0%)  log::RecordBuilder::metadata
        7 (0.0%)      1 (0.0%)  ryu::buffer::Buffer::new
        7 (0.0%)      1 (0.0%)  scylla::transport::cluster::ClusterData::new::{{closure}}::{{closure}}::{{closure}}
        7 (0.0%)      1 (0.0%)  scylla::transport::session_builder::GenericSessionBuilder<K>::build
        7 (0.0%)      1 (0.0%)  scylla::utils::pretty::CqlValueDisplayer
        7 (0.0%)      1 (0.0%)  serde::de::value::SeqDeserializer<I,E>::new
        7 (0.0%)      1 (0.0%)  serde::de::value::U64Deserializer<E>::new
        7 (0.0%)      1 (0.0%)  serde::de::value::UsizeDeserializer<E>::new
        7 (0.0%)      1 (0.0%)  serde_json::de::Deserializer<R>::fix_position::{{closure}}
        7 (0.0%)      1 (0.0%)  serde_json::de::UnitVariantAccess<R>::new
        7 (0.0%)      1 (0.0%)  serde_json::de::VariantAccess<R>::new
        7 (0.0%)      1 (0.0%)  smallvec::ConstNonNull
        7 (0.0%)      1 (0.0%)  stract_core::entrypoint::crawler::coordinator::service_impl__::Request::GetJobs
        7 (0.0%)      1 (0.0%)  stract_core::ranking::pipeline::Scorer::set_query_info
        7 (0.0%)      1 (0.0%)  tokio::net::tcp::listener::TcpListener::accept::{{closure}}::{{closure}}
        7 (0.0%)      1 (0.0%)  tokio::net::tcp::listener::TcpListener::bind::{{closure}}::{{closure}}
        7 (0.0%)      1 (0.0%)  tokio::sync::broadcast::Receiver<T>::recv
        7 (0.0%)      1 (0.0%)  tokio::sync::broadcast::RecvGuard<T>::clone_value
        7 (0.0%)      1 (0.0%)  tokio::sync::mpsc::bounded::Sender<T>::closed
        7 (0.0%)      1 (0.0%)  tokio::sync::mpsc::unbounded::UnboundedReceiver<T>::new
        7 (0.0%)      1 (0.0%)  tokio::sync::mpsc::unbounded::UnboundedReceiver<T>::recv
        7 (0.0%)      1 (0.0%)  tokio::sync::mpsc::unbounded::UnboundedSender<T>::new
        7 (0.0%)      1 (0.0%)  tokio::sync::rwlock::RwLock<T>::write
        7 (0.0%)      1 (0.0%)  tokio::sync::watch::Receiver<T>::changed
        7 (0.0%)      1 (0.0%)  tokio_util::io::stream_reader::StreamReader<S,B>::get_pin_mut
        7 (0.0%)      1 (0.0%)  tokio_util::io::stream_reader::StreamReader<S,B>::new
        7 (0.0%)      1 (0.0%)  tower_http::compression_utils::StreamErrorIntoIoError<S,E>::get_pin_mut
        7 (0.0%)      1 (0.0%)  tracing_core::subscriber::Interest::always
        7 (0.0%)      1 (0.0%)  tracing_core::subscriber::Interest::is_never
        7 (0.0%)      1 (0.0%)  tracing_core::subscriber::Interest::is_sometimes
        7 (0.0%)      1 (0.0%)  tracing_core::subscriber::Interest::never
        7 (0.0%)      1 (0.0%)  tracing_core::subscriber::Interest::sometimes
        7 (0.0%)      1 (0.0%)  tracing_core::subscriber::Subscriber::drop_span
        7 (0.0%)      1 (0.0%)  tracing_subscriber::layer::Layer::max_level_hint
        6 (0.0%)      2 (0.0%)  <http::response::Response<B> as axum_core::response::into_response::IntoResponse>::into_response
        6 (0.0%)      2 (0.0%)  <stract_core::config::_::<impl serde::de::Deserialize for stract_core::config::WarcSource>::deserialize::__Field as serde::de::Deserialize>::deserialize
        6 (0.0%)      2 (0.0%)  hyper::server::conn::Connection<I,S,E>::with_upgrades
        6 (0.0%)      2 (0.0%)  sync_wrapper::SyncWrapper<T>::new
        6 (0.0%)      2 (0.0%)  tokio::task::blocking::spawn_blocking
        6 (0.0%)      2 (0.0%)  tower::util::map_response::MapResponseLayer<F>::new
        6 (0.0%)      1 (0.0%)  <&mut F as futures_core::future::FusedFuture>::is_terminated
        6 (0.0%)      1 (0.0%)  <&mut I as core::iter::traits::iterator::Iterator>::size_hint
        6 (0.0%)      1 (0.0%)  <&mut O as bincode::config::internal::InternalOptions>::limit
        6 (0.0%)      1 (0.0%)  <&mut serde_json::ser::Serializer<W,F> as serde::ser::Serializer>::serialize_unit
        6 (0.0%)      1 (0.0%)  <alloc::string::String as alloc::string::ToString>::to_string
        6 (0.0%)      1 (0.0%)  <alloc::vec::Vec<T,A> as core::iter::traits::collect::Extend<T>>::extend_one
        6 (0.0%)      1 (0.0%)  <axum::routing::Router<(),B> as tower_service::Service<http::request::Request<B>>>::call
        6 (0.0%)      1 (0.0%)  <core::panic::unwind_safe::AssertUnwindSafe<F> as core::future::future::Future>::poll::{{closure}}
        6 (0.0%)      1 (0.0%)  <csv::deserializer::DeStringRecord as csv::deserializer::DeRecord>::has_headers
        6 (0.0%)      1 (0.0%)  <http::response::Builder as core::default::Default>::default
        6 (0.0%)      1 (0.0%)  <http::response::Response<B> as http_body::Body>::size_hint
        6 (0.0%)      1 (0.0%)  <hyper::common::exec::Exec as hyper::common::exec::ConnStreamExec<F,B>>::execute_h2stream
        6 (0.0%)      1 (0.0%)  <lock_api::rwlock::RwLockWriteGuard<R,T> as core::ops::drop::Drop>::drop
        6 (0.0%)      1 (0.0%)  <ring::rand::SystemRandom as ring::rand::sealed::SecureRandom>::fill_impl::{{closure}}
        6 (0.0%)      1 (0.0%)  <serde::de::ignored_any::IgnoredAny as serde::de::Visitor>::visit_none
        6 (0.0%)      1 (0.0%)  <std::collections::hash::set::HashSet<T,S> as core::default::Default>::default
        6 (0.0%)      1 (0.0%)  <std::io::buffered::bufreader::BufReader<R> as std::io::BufRead>::fill_buf
        6 (0.0%)      1 (0.0%)  <tokio::sync::rwlock::write_guard::RwLockWriteGuard<T> as core::ops::deref::DerefMut>::deref_mut
        6 (0.0%)      1 (0.0%)  __rust_try
        6 (0.0%)      1 (0.0%)  alloc::collections::vec_deque::VecDeque<T,A>::len
        6 (0.0%)      1 (0.0%)  alloc::vec::from_elem
        6 (0.0%)      1 (0.0%)  arc_swap::ref_cnt::RefCnt::dec
        6 (0.0%)      1 (0.0%)  arc_swap::ref_cnt::RefCnt::inc
        6 (0.0%)      1 (0.0%)  async_compression::tokio::bufread::GzipEncoder<R>::get_pin_mut
        6 (0.0%)      1 (0.0%)  bytes::buf::buf_impl::Buf::has_remaining
        6 (0.0%)      1 (0.0%)  bytes::bytes::Bytes::len
        6 (0.0%)      1 (0.0%)  bytes::bytes_mut::BytesMut::capacity
        6 (0.0%)      1 (0.0%)  bytes::bytes_mut::BytesMut::len
        6 (0.0%)      1 (0.0%)  core::alloc::layout::Layout::size
        6 (0.0%)      1 (0.0%)  core::array::<impl core::borrow::Borrow<[T]> for [T; N]>::borrow
        6 (0.0%)      1 (0.0%)  core::net::ip_addr::Ipv6Addr::octets
        6 (0.0%)      1 (0.0%)  core::net::socket_addr::SocketAddrV4::port
        6 (0.0%)      1 (0.0%)  core::net::socket_addr::SocketAddrV6::port
        6 (0.0%)      1 (0.0%)  core::num::<impl u8>::is_ascii
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<(&alloc::string::String,core::option::Option<alloc::string::String>)>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<(&str,alloc::collections::btree::set::BTreeSet<usize>)>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<(&str,alloc::vec::Vec<(scylla::routing::Token,alloc::sync::Arc<scylla::transport::node::Node>)>)>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<(axum::routing::RouteId,axum::routing::Endpoint<alloc::sync::Arc<stract_core::api::State>,hyper::body::body::Body>)>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<(core::pin::Pin<&mut tokio::time::sleep::Sleep>,tokio::sync::mpsc::bounded::Receiver<scylla::transport::cluster::RefreshRequest>::recv::{{closure}},tokio::sync::mpsc::bounded::Receiver<scylla_cql::frame::response::event::Event>::recv::{{closure}},tokio::sync::mpsc::bounded::Receiver<scylla::transport::cluster::UseKeyspaceRequest>::recv::{{closure}},tokio::sync::broadcast::Receiver<()>::recv::{{closure}})>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<(core::pin::Pin<alloc::boxed::Box<dyn core::future::future::Future+Output = core::result::Result<(core::net::socket_addr::SocketAddr,chitchat::message::ChitchatMessage),anyhow::Error>+core::marker::Send>>,tokio::time::interval::Interval::tick::{{closure}},tokio::sync::mpsc::unbounded::UnboundedReceiver<chitchat::server::Command>::recv::{{closure}})>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<(distributed::member::ShardId,stract_core::ranking::pipeline::RankingWebsite)>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<(i32,alloc::string::String)>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<(scylla::transport::topology::NodeInfoSource,scylla_cql::frame::response::result::Row)>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<arc_swap::ArcSwapAny<alloc::sync::Arc<scylla::transport::cluster::ClusterData>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<distributed::cluster::Cluster>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue<futures_util::stream::futures_ordered::OrderWrapper<futures_util::future::try_future::into_future::IntoFuture<scylla::transport::session::Session::check_schema_agreement::{{closure}}::{{closure}}::{{closure}}>>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue<futures_util::stream::futures_ordered::OrderWrapper<scylla::transport::node::Node::use_keyspace::{{closure}}>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue<futures_util::stream::futures_ordered::OrderWrapper<scylla::transport::node::resolve_contact_points::{{closure}}::{{closure}}::{{closure}}>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue<futures_util::stream::futures_ordered::OrderWrapper<scylla::transport::session::Session::prepare<&str>::{{closure}}::{{closure}}::{{closure}}>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue<scylla::transport::topology::query_peers::{{closure}}::{{closure}}::{{closure}}>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue<stract_core::searcher::distributed::Shard::get_webpage::{{closure}}>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue<stract_core::searcher::distributed::Shard::search::{{closure}}>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue<tracing::instrument::Instrumented<scylla::transport::session::Session::execute_query<scylla::transport::session::Session::execute_paged<(uuid::Uuid,alloc::string::String,alloc::string::String,scylla_cql::frame::value::Timestamp)>::{{closure}}::{{closure}}::{{closure}},scylla::transport::session::Session::execute_paged<(uuid::Uuid,alloc::string::String,alloc::string::String,scylla_cql::frame::value::Timestamp)>::{{closure}}::{{closure}}::{{closure}},scylla::transport::connection::NonErrorQueryResponse,&scylla::transport::session::Session::run_query::{{closure}}::{{closure}}::SharedPlan<scylla::transport::load_balancing::plan::Plan>,&scylla::transport::session::Session::execute_paged<(uuid::Uuid,alloc::string::String,alloc::string::String,scylla_cql::frame::value::Timestamp)>::{{closure}}::{{closure}},&scylla::transport::session::Session::execute_paged<(uuid::Uuid,alloc::string::String,alloc::string::String,scylla_cql::frame::value::Timestamp)>::{{closure}}::{{closure}}>::{{closure}}>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue<tracing::instrument::Instrumented<scylla::transport::session::Session::execute_query<scylla::transport::session::Session::execute_paged<(uuid::Uuid,i8)>::{{closure}}::{{closure}}::{{closure}},scylla::transport::session::Session::execute_paged<(uuid::Uuid,i8)>::{{closure}}::{{closure}}::{{closure}},scylla::transport::connection::NonErrorQueryResponse,&scylla::transport::session::Session::run_query::{{closure}}::{{closure}}::SharedPlan<scylla::transport::load_balancing::plan::Plan>,&scylla::transport::session::Session::execute_paged<(uuid::Uuid,i8)>::{{closure}}::{{closure}},&scylla::transport::session::Session::execute_paged<(uuid::Uuid,i8)>::{{closure}}::{{closure}}>::{{closure}}>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::ready_to_run_queue::ReadyToRunQueue<tracing::instrument::Instrumented<scylla::transport::session::Session::execute_query<scylla::transport::session::Session::query_paged<&str,&[u8; 0]>::{{closure}}::{{closure}}::{{closure}},scylla::transport::session::Session::query_paged<&str,&[u8; 0]>::{{closure}}::{{closure}}::{{closure}},scylla::transport::connection::NonErrorQueryResponse,&scylla::transport::session::Session::run_query::{{closure}}::{{closure}}::SharedPlan<scylla::transport::load_balancing::plan::Plan>,&scylla::transport::session::Session::query_paged<&str,&[u8; 0]>::{{closure}}::{{closure}},&scylla::transport::session::Session::query_paged<&str,&[u8; 0]>::{{closure}}::{{closure}}>::{{closure}}>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::task::Task<futures_util::stream::futures_ordered::OrderWrapper<futures_util::future::try_future::into_future::IntoFuture<scylla::transport::session::Session::check_schema_agreement::{{closure}}::{{closure}}::{{closure}}>>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::task::Task<futures_util::stream::futures_ordered::OrderWrapper<scylla::transport::node::Node::use_keyspace::{{closure}}>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::task::Task<futures_util::stream::futures_ordered::OrderWrapper<scylla::transport::node::resolve_contact_points::{{closure}}::{{closure}}::{{closure}}>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::task::Task<futures_util::stream::futures_ordered::OrderWrapper<scylla::transport::session::Session::prepare<&str>::{{closure}}::{{closure}}::{{closure}}>>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::task::Task<scylla::transport::topology::query_peers::{{closure}}::{{closure}}::{{closure}}>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::task::Task<stract_core::searcher::distributed::Shard::get_webpage::{{closure}}>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::task::Task<stract_core::searcher::distributed::Shard::search::{{closure}}>>>
        6 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<alloc::sync::ArcInner<futures_util::stream::futures_unordered::task::Task<tracing::instrument::Instrumented<scylla::transport::session::Session::execute_query<scylla::transport::session::Session::execute_paged<(uuid::Uuid,alloc::string::String,alloc::string::String,scylla_cql::frame::value::Timestamp)>::{{closure}}::{{closure}}::{{closure}},scylla::transport::session::Session::execute_paged<(uuid::Uuid,alloc::string::String,alloc::string::String,scylla_cql::frame::value::Timestamp)>::{{closure}}::{{closure}}::{{closure}},scylla::transport::connection::NonErrorQueryResponse,&scylla::transport::session::Session::run_query::{{closure}}::{{closure}}::SharedPlan<scylla::transport::load_balancing::plan::Plan>,&scylla::transport::session::Session::execute_paged<(uuid::Uuid,alloc::string::String,alloc::string::String,scylla_cql::frame::value::Timestamp)>::{{closure}}::{{closure}},&scylla::transport::session::Session::execute_paged<(uuid::Uuid,alloc::string::String,alloc::string::String,scylla_cql::frame::value::Timestamp)>::{{closure}}::{{closure}}>::{{closure}}>>>>
